id	title	shortDescription	cpvs	AwCritLacksIndicator	AwCritMethodMissingIndicator	AwCritPaymentDeadlineCondIndicator	ContrDescCartellingIndicator	CountOfInvOpsNoCondIndicator	DeadlineIsTightIndicator	DurationLongOrIndefiniteIndicator	FinAbEquityCondIndicator	FinAbMissingMinCondIndicator	FinAbRevenueCondExceedEstimValIndicator	FinAbRevenueCondManyYearsIndicator	FwAgFewParticipantsIndicator	FwAgHighEstimatedValueIndicator	FwAgLongDurationIndicator	FwAgOneParticipantIndicator	HighEstimatedValueIndicator	OfferGuaranteeIsHighIndicator	OpeningDateDiffersFromDeadlineIndicator	PersSitMissingCondIndicator	ProcTypeAcceleratedIndicator	ProcTypeNegotiatedNoJustificationIndicator	RenewalOfContractIndicator	TechCapEURefCondIndicator	TechCapExpertsExpCondManyYearsIndicator	TechCapGeoCondIndicator	TechCapMissingMinCondIndicator	TechCapRefCondExceedEstimValIndicator	TechCapRefCondManyYearsIndicator	TechCapSingleContractRefCondIndicator	cpvs_filtered	cleaned text
127689-2015	Szolgáltatási szerződés keretében forgalmi- és utasellenőrzési tevékenység ellátása.	Forgalmi- és utasellenőrzési tevékenység ellátása.	79714000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79	['a', 'közbeszerzési', 'eljárás', 'tárgy', 'műszaki', 'tanácsadói', 'tevékenység', 'ellátás', 'a', 'közop', 'ikop', 'és', 'cef', 'támogatott', 'vasútépítési', 'illetőleg', 'közútépítési', 'megvalósul', 'és', 'megvalósuló', 'projekt', 'kapcsolódó', 'megbízási', 'keretszerződés', 'keret', 'a', 'beszerzés', 'általános', 'cél', 'műszaki', 'tanácsadói', 'és', 'szakértői', 'tevékenység', 'igénybevétel', 'a', 'közop', 'ikop', 'és', 'cef', 'támogatott', 'és', 'megvalósuló', 'valamint', 'megvalósult', 'beruházás', 'nyom', 'követés', 'a', 'közpénz', 'felhasználás', 'szabályszerűség', 'biztosítás', 'a', 'külső', 'tanácsadó', 'által', 'feltárt', 'hiányosság', 'korrigálás', 'a', 'rendszerbeli', 'hiba', 'kijavítás', 'érdek', 'a', 'beszerzés', 'konkrét', 'cél', 'a', 'közop', 'hát', 'irányítás', 'koordinálás', 'és', 'felelősség', 'megtartás', 'közop', 'ikop', 'és', 'cef', 'támogatott', 'projekt', 'közbenső', 'projektzáró', 'és', 'az', 'utánkövetéses', 'fenntartási', 'időszak', 'alatti', 'továbbá', 'a', 'fenntartási', 'időszak', 'lezáró', 'műszaki', 'helyszíni', 'ellenőrzés', 'kapcsolódó', 'műszaki', 'tanácsadói', 'és', 'szakértői', 'tevékenység', 'igénybevétel']
127694-2015	Vállalkozási szerződés keretében „TÁMOP-2.2.7.A-13/1-2013-0001 „ÚT A SZAKMAVÁLASZTÁSHOZ” megnevezésű projekthez kapcsolódóan pályaorientációs szolgáltatás megrendelése”.	Vállalkozási szerződés keretében „TÁMOP-2.2.7.A-13/1-2013-0001 „ÚT A SZAKMAVÁLASZTÁSHOZ” megnevezésű projekthez kapcsolódóan pályaorientációs szolgáltatás megrendelése”.	79634000|85312300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79	['az', 'országos', 'vérellátó', 'szolgálat', 'preparatív', 'és', 'klinikai', 'transzfuziológiai', 'feladat', 'vérkészítmény', 'azonosító', 'és', 'minősítő', 'címkézés', 'vérvételi', 'zsákrendszer', 'vérvételi', 'mintacső', 'és', 'véradó', 'bizonylat', 'azonosító', 'címkézés', 'ellátás', 'szükséges', 'különféle', 'öntapadó', 'nyomatlan', 'címke']
127728-2015	"Vállalkozási szerződés keretében „Üzemlátogatások és iskolabemutatók szervezése a TÁMOP-2.2.7. A-13/1-2013-0001 ""Út a szakmaválasztáshoz” projekt keretében”."	Vállalkozási szerződés keretében „Üzemlátogatások és iskolabemutatók szervezése a TÁMOP-2.2.7. A-13/1-2013-0001 „Út a szakmaválasztáshoz” projekt keretében”.	60140000|79630000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79	['különleges', 'kezelés', 'igénylő', 'egészségügyi', 'fertőző', 'veszélyes', 'hulladék', 'helyi', 'gyűjtés', 'és', 'szállítás', 'alkalmazott', 'gyűjtőedény', 'beszerzés', 'a', 'pte', 'részére', '1.', 'rész', 'különleges', 'kezelés', 'igénylő', 'egészségügyi', 'szilárd', 'fertőző', 'veszélyes', 'hulladék', 'helyi', 'gyűjtés', 'és', 'szállítás', 'alkalmazott', 'gyűjtőedény', 'beszerzés', 'a', 'pte', 'részére', 'legfeljebb', 'nettó', 'huf', 'keretösszeg', 'erő', '2.', 'rész', 'különleges', 'kezelés', 'igénylő', 'egészségügyi', 'folyékony', 'fertőző', 'veszélyes', 'hulladék', 'és', 'egyéb', 'veszélyes', 'folyékony', 'vegyi', 'hulladék', 'helyi', 'gyűjtés', 'és', 'szállítás', 'alkalmazott', 'gyűjtőedény', 'beszerzés', 'a', 'pte', 'részére', 'legfeljebb', 'nettó', 'huf', 'keretösszeg', 'erő', 'a', 'beszerzés', 'tárgy', 'meghatározás', 'a', '2015.', 'x.', 'korm', 'rendelet', 'további', 'alkr.', '46.', '§', 'bekezdés', 'rendelkezés', 'figyelembevétel', 'történik', 'a', 'megnevezett', 'termék', 'egyenértékű', 'teljesítés', 'elfogad', 'az', 'ajánlatkérő', 'a', 'korm', 'r.', '46.', '§', 'bekezdés', 'foglalt', 'szerint']
127734-2013	Zalaegerszeg Megyei Jogú Város Önkormányzata és intézményei részére számlavezetési szolgáltatás nyújtása.	Megbízási szerződés Zalaegerszeg Megyei Jogú Város Önkormányzata és intézményei részére számlavezetési szolgáltatás nyújtására.	66110000|66113000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66	['a', 'krajnyik', 'akác', 'andrás', 'sportcsarnok', 'fejlesztés', 'részleges', 'finanszírozás', 'szükséges', 'ft', 'összegű', 'hitelfelvétel', 'az', 'ügylet', 'időtartam', 'év', 'az', 'alábbi', 'szerint', 'a', 'hitelösszeg', 'kifizetés', 'az', 'igénybevételi', 'lehetőség', 'megnyílás', '3.8.2015', 'az', 'igénybevételi', 'lehetőség', 'megszűnés', '24.6.2016', 'a', 'tőketörlesztés', 'év', 'alatt', 'egyenletes', 'negyedéves', 'részlet', 'az', 'adott', 'negyedév', 'utolsó', 'munkanap', 'történik', 'a', 'következő', 'első', 'tőketörlesztés', '31.7.2016', 'utolsó', 'tőketörlesztés', '31.7.2020', 'ajánlatkérő', 'kiköt', 'az', 'előtörlesztés', 'lehetőség', 'az', 'a', 'cél', 'hogy', '2018.', 'év', 'felülvizsgálat', 'kerül', 'a', 'hitelügylet', 'származó', 'adósság', 'jelen', 'önkormányzati', 'ciklus', 'lejárta', 'történő', 'teljes', 'körű', 'törlesztés', 'kérdés', 'az', 'előtörlesztés', 'megengedett', 'előtörlesztési', 'díj', 'nem', 'számítható', 'fel', 'a', 'kölcsön', 'biztosíték', 'a', 'hitel', 'és', 'járulék', 'visszafizetés', 'fedezet', 'az', 'ajánlatkérő', 'mindenkori', 'költségvetés', 'a', 'hitel', 'visszafizetés', 'az', 'ajánlatkérő', 'jelzálogjog', 'nem', 'biztosít', 'az', 'ajánlattevő', 'ajánlat', 'szerepeltet', 'kell', 'a', 'jelen', 'ajánlati', 'felhívás', 'feladás', 'nap', 'érvényes', 'alapkamat', 'havi', 'bubor', 'valamint', 'a', 'kamatfelár', 'ez', 'felül', 'a', 'hitel', 'kapcsolódó', 'egyéb', 'esetleg', 'felszámított', 'díj', 'így', 'pl.', 'egyszeri', 'díj', 'rendelkezés', 'tartás', 'díj', 'ajánlattevő', 'meg', 'kell', 'jelölniük', 'az', 'ajánlat', 'által', 'ajánlott', 'hitel', 'költség', 'azaz', 'a', 'hitel', 'adósságszolgálat', 'és', 'a', 'hitelösszeg', 'közti', 'különbözet', 'a', 'teljes', 'futamidő', 'alatt', 'forint', 'meghatározva', 'az', 'ajánlat', 'összehasonlíthatóság', 'végett', 'az', 'ajánlattevő', 'a', 'hitelköltség', 'számítás', 'a', 'következő', 'hitellehívás', 'kell', 'számolniuk', '2015.', '31.', 'a', 'hitel', 'a', 'lehívás', 'a', 'hitel', 'maradék', 'a', 'a', 'lehívás', 'tényleges', 'ajánlatkérő', 'a', 'fent', 'rögzített', 'igénybevételi', 'időszak', 'teljes', 'tartam', 'alatt', 'jogosult', 'a', 'lehívás', 'a', 'lehívási', 'nap', 'rögzítés', 'kizárólag', 'a', 'pontos', 'hitelköltség-számítás', 'érdek', 'történik', 'ajánlatkérő', 'a', 'alacsony', 'összegű', 'ellenszolgáltatás', 'alatt', 'a', 'kis', 'összegű', 'hitelköltség', 'ért']
127791-2018	„Földgázenergia szabadpiaci beszerzése a KEF által üzemeltetett épületek ellátásához 2018.11.01-2019.10.01. közötti időszakra”	Kereskedelmi szerződés „Földgázenergia szabadpiaci beszerzése a KEF által üzemeltetett épületek ellátásához 2018.11.01-2019.10.01. közötti időszakra” tárgyban.	65210000|9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91	['a', 'városmajori', 'szív-és', 'érgyógyászati', 'klinika', 'részére', 'kardiológiai', 'és', 'radiológiai', 'intervenciós', 'egy', 'használatos', 'eszköz', 'valamint', 'egy', 'használatos', 'invazív', 'kardiológiai', 'ablációs', 'és', 'radiológiai', 'szett', 'beszerzés', 'beszerzés', 'mennyiség', 'összesen', 'db', 'opció', 'db', 'ajánlatkérő', 'a', 'gyógyszer', 'és', 'orvostechnikai', 'eszköz', 'közbeszerzés', 'sajátos', 'szabály', 'szóló', '2012.', 'ii', '16.', 'korm', 'rendelet', '6.', '§', 'bekezdés', 'foglalt', 'alap', 'valamennyi', 'rész', 'tekintet', 'fenntart', 'a', 'jog', 'hogy', 'a', 'meghatározott', 'mennyiség', '95', 'eltér', 'az', 'rész', 'eset', 'ahol', 'az', 'évi', 'maximális', 'mennyiség', 'nem', 'ér', 'el', 'a', 'db', '17.,', '85.,', '86.,', '97.,', '98.,', '99.,', '100.,', '101.,', '102.,', '1067.,', '113.', 'és', '141.', 'ajánlatkérő', 'nem', 'vállal', 'kötelezettség', 'egy', 'darab', 'lehívás', 'sem']
127868-2013	Hitelszerződés	Hulladékgazdálkodási közszolgáltatást végző gazdasági társaság - a Remondis Oroszlány Környezetvédelmi és Szolgáltató Zártkörűen Működő Részvénytársaság - 75 %-os tulajdoni hányadának megvásárlásához szükséges anyagi fedezet biztosítsa céljából 576 000 000 HUF összegű hitelfelvétel. A hitel kifizetése: egy összegben, a hitelszerződés aláírását követő 30 napon belül. Törlesztés: 2014.1.1. és 2018.12.31. közötti időszakban, negyedévenként.	66113000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66	['földgáz', 'energia', 'szállítás', 'szeged', 'megyei', 'jogú', 'város', 'önkormányzata', 'mint', 'gesztor', 'polgármesteri', 'hivatala', 'szegedi', 'kistérség', 'többcélú', 'társulás', 'egyes', 'os', 'tulajdon', 'levő', 'gazdasági', 'társaság', 'fenntartás', 'alatt', 'álló', 'intézmény', 'összesen', 'kontakt', 'szervezet', 'tartozó', 'felhasználási', 'helyei', 'valamint', 'a', 'szegedi', 'tudományegyetem', 'és', 'az', 'mta', 'szegedi', 'biológiai', 'kutatóközpont', 'felhasználási', 'helyei', 'részére', 'teljes', 'ellátás', 'alapú', 'földgáz', 'áruszállítási', 'szerződés', 'keret', 'a', 'felhasználási', 'hely', 'részletes', 'adat', 'az', 'ajánlati', 'dokumentáció', 'található']
127925-2017	Földgáz beszerzés intézmények részére.	Földgáz energia szállítása az ajánlatkérő részére 1.7.2017. 6:00 CET - 1.7.2018. 6:00 CET időszakra vonatkozóan, teljes ellátás alapú földgáz energia kereskedelmi szerződés keretében.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91	['1.', 'rész', 'ajánlatkérő', 'a', 'meglévő', 'jelenleg', 'is', 'üzemszerűen', 'működő', 'első', 'országos', 'nemzeti', 'és', 'tudományos', 'bibliográfiai', 'adatbázis', 'rendszer', 'magyar', 'tudományos', 'művek', 'tár', 'rövid', 'mtmt', 'integrált', 'informatikai', 'rendszer', 'vállalkozási', 'szerződés', 'keret', 'történő', 'újratervezés', 'nyílt', 'dokumentált', 'alkalmazói', 'programfelület', 'api', 'rendelkező', 'modul', 'felépített', 'megoldás', 'újraalkotás', 'üzemszerű', 'működés', 'elindítás', 'amely', 'eredmény', 'létrejön', 'az', 'mtmt2', 'nevű', 'integrált', 'informatikai', 'rendszer', 'ez', 'keret', 'feladat', 'a', 'mycite2', 'szoftver', 'fejlesztés', 'az', 'ajánlatkérő', 'egyeztetett', 'kivitelezési', 'terv', 'keret', 'történő', 'elkészítés', 'folyamatos', 'szoftver-minőség', 'ellenőrzés', 'és', 'tesztelés', 'biztosítás', 'valamint', 'a', 'fejlesztés', 'és', 'tesztelés', 'dokumentálás', 'továbbá', 'a', 'dokumentum', 'a', 'szoftver', 'forráskód', 'és', 'futtató', 'környezet', 'együtt', 'történő', 'átadás', 'az', 'ajánlatkérő', 'által', 'a', 'közbeszerzési', 'eljárás', 'másik', 'rész', 'kiválasztott', 'szoftver-minőség-ellenőrzés', 'és', 'tesztelési', 'szolgáltatás', 'végző', 'ajánlattevő', '2.', 'rész', 'a', 'jelen', 'közbeszerzési', 'eljárás', '1.', 'rész', 'nyertes', 'által', 'kifejlesztendő', 'mycite2', 'szoftverrendszer', 'fejlesztés', 'és', 'tesztelés', 'kapcsolatos', 'minőségbiztosítási', 'feladat', 'ellátás', 'vállalkozási', 'szerződés', 'keret', 'a', 'fejlesztés', 'sor', 'készülő', 'dokumentáció', 'a', 'forráskód', 'és', 'a', 'rendszerműködés', 'alap', 'ajánlattevő', 'köteles', 'nyilatkozik', 'az', '1.', 'rész', 'keret', 'kifejlesztés', 'kerülő', 'mycite2', 'szoftverrendszer', 'megfelelőség', 'amely', 'alap', 'az', 'ajánlatkérő', 'az', '1.', 'rész', 'tekintet', 'a', 'teljesítés', 'elfogad', 'ez', 'meg+felelő', 'a', '2.', 'rész', 'nyertes', 'a', 'felelősség', 'az', '1.', 'rész', 'szerződésszerű', 'teljesítés', 'megállapítás']
127926-2017	Gép-, és gépjármű kenőanyagok beszerzése és szállítása. Hivatkozási szám: K1810	Gép-, és gépjármű kenőanyagok beszerzése és szállítása.	24951000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24	['mobil', 'munkaeszköz', 'beszerzés', 'rész', '1.', 'rész', 'notebook', 'kicsi', '2.', 'rész', 'notebook', 'közepes', '3.', 'rész', 'tablet', 'nagy', '4.', 'rész', 'tablet', 'közepes']
127982-2017	Eszközbeszerzés a Pécsi Tudományegyetem GINOP-2.3.2-15-2016-00021 jelű, „Chip-technológia alkalmazása a humán in vitro fertilizáció eredményességének javításában” pályázata keretein belül. Hivatkozási szám: 138/2016	Eszközbeszerzés a Pécsi Tudományegyetem GINOP-2.3.2-15-2016-00021 jelű, „Chip-technológia alkalmazása a humán in vitro fertilizáció eredményességének javításában” pályázata keretein belül adásvételi szerződés alapján a közbeszerzési dokumentációban meghatározott paraméterekkel, az alábbiak szerint: 1. ajánlati rész: Meddőségi kutatásokhoz kapcsolódó eszközök; 2. ajánlati rész: Minta előkészítés és tárolás tevékenységekhez szükséges eszközök; 3. ajánlati rész: Nagynyomású folyadékkromatográfiás-tömegspektrometriás rendszer; 4. ajánlati rész: Digitális PCR rendszer.	33100000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33	['állatállomány', 'gondozás', 'és', 'az', 'ez', 'kapcsolódó', 'üzemeltetési', 'feladat', 'ellátás']
127998-2013	2011. évi híd- műtárgy felújítások 2. eljárás - Széchenyi lánchíd és Várhegyi alagút felújításának tervezési szolgáltatásai.	„2011. évi híd- műtárgy felújítások 2. eljárás - Széchenyi lánchíd és Várhegyi alagút felújításának tervezési szolgáltatásai” vállalkozási szerződés keretében.	71245000|71246000|71320000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71	['földgáz', 'adásvételi', 'szerződés', 'keret', 'az', 'ajánlatkérő', 'részére', 'a', 'magyar', 'földgáz', 'hálózat', 'folyamatos', 'rendelkezés', 'álló', 'szabványos', 'minőségű', 'földgáz', 'energia', 'versenypiaci', 'beszerzés', 'óra', '1.', '2016.', 'tartó', 'időszak', 'vonatkozó', 'teljes', 'ellátásalapú', 'földgáz-kereskedelmi', 'szerződés', 'keret', 'földgázkereskedő', 'kiválasztás', 'mnv']
128018-2017	Villamos energia beszerzés intézmények részére.	Villamos energia szállítása az ajánlatkérő részére 1.7.2017. 00:00 órától 30.6.2018. 24:00 óráig, teljes ellátás alapú villamos energia kereskedelmi szerződés keretében.	9310000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93	['vállalkozási', 'szerződés', 'dunaharaszti', 'város', 'önkormányzata', 'közigazgatási', 'terület', 'működő', 'nevelési', 'és', 'oktatási', 'intézmény', 'közétkeztetési', 'szolgáltatás', 'ellátás', 'vonatkozó', 'mely', 'maga', 'foglal', 'az', 'alábbi', 'az', 'iskola', 'működő', 'tálaló', 'konyha', 'üzemeltetés', 'címkéz', 'zár', 'egy', 'használatos', 'mikrohullámú', 'sütő', 'melegíthető', 'egyadagos', 'kiszerelés', 'diétás', 'étkezés', 'és', 'ellátás', 'biztosítás', 'ajánlattevő', 'kötelesség', 'az', 'ajánlatkérő', 'dunaharaszti', 'egry', 'józsef', 'u.', '6.', 'szám', 'alatt', 'található', 'szivárvány', 'óvoda', 'adagos', 'főzőkonyha', 'üzemeltetés', 'az', 'ez', 'meghaladó', 'adagszám', 'ajánlattevő', 'saját', 'vagy', 'bérel', 'konyha', 'kiszállítás', 'köteles', 'biztosít']
128020-2017	Élelmiszer alapanyag beszerzés.	A Központi Konyha 1.8.2017. – 31.7.2018. közti időszakra történő élelmiszer alapanyag szállítójának kiválasztása.	15110000|15330000|15500000|15800000|15810000|15893000|15896000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15	['a', 'budapest', 'völgy', 'u.', 'hrsz.', 'ingatlan', 'meglévő', 'épület', 'átalakítás', 'és', 'bővítés', 'gyermekek', 'háza', 'iskola', 'tagintézmény', 'elhelyezés']
128220-2018	Tervezési szerződés a Kemény Ferenc Sportlétesítmény-fejlesztési Program keretében megvalósítandó Dunai Evezős Központ Pálya tervezése tárgyában	Tervezési szerződés a Kemény Ferenc Sportlétesítmény-fejlesztési Program keretében megvalósítandó Dunai Evezős Központ Pálya tervezése tárgyában.	71220000|71240000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71	['roche', 'gyártmányú', 'humán', 'diagnosztikai', 'laboratóriumi', 'automata', 'felhasználható', 'reagens', 'beszerzés']
128282-2016	Vállalkozási (építési) szerződés keretében a Magyar Állami Operaház és az Erkel Színház új műhelyháza és próbacentruma megvalósításához szükséges bontási, acélszerkezet- és tetőfelújítási munkák.	A Magyar Állami Operaház és az Erkel Színház új műhelyháza és próbacentruma létrehozásáról szóló Kormányhatározatokban (1829/2014. (XII. 23.) Korm. határozat a Magyar Állami Operaház és az Erkel Színház új műhelyháza és próbacentruma létrehozásához szükséges beruházás előkészítéséről; 1555/2015. (VIII. 7.) Korm. határozat a Magyar Állami Operaház és Erkel Színház műhelyháza és próbacentruma létrehozását célzó beruházásról és a Magyar Állami Operaház korszerűsítésének előkészítéséről) foglaltakkal összhangban a Budapest, X. kerület, belterület 38920. helyrajzi számú, természetben a Budapest, Kőbányai út 30. szám alatt található ingatlanon lévő 23. sz. Villamosmozdony-javító csarnokban (un. Eiffel-csarnokban) és ahhoz kötődő további épültekben az Operaház egyes funkcióinak elhelyezésére szolgáló vegyes használatú új műhelyház és próbacentrum projekt (a továbbiakban: Projekt) megvalósításához szükséges bontási, acélszerkezet- és tetőfelújítási munkáinak elvégzésére.	45111100|45223210|45260000|45262100|45442120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45	['megbízási', 'szerződés', 'a', 'vállalkozik', 'érdemes', 'álláskereső', 'és', 'fiatal', 'vállalkozó', 'válás', 'a', 'dél-dunántúli', 'régióban', 'elnevezésű', 'ginop-5', '9-17-2017-00005', 'azonosító', 'számú', 'projekt', 'keret', 'a', 'tanácsadási', 'és', 'mentorálási', 'szolgáltatás', 'biztosítás']
128310-2016	Számítógépes hardver eszközök szállítása Openstack alapú felhőinfrastruktúra bővítéséhez.	Számítógépes hardver eszközök szállítása Openstack alapú felhőinfrastruktúra bővítéséhez az alábbiaknak megfelelően.	48820000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48	['építési', 'beruházás', '2015.', '10.', '30.', 'korm', 'rendelet', '14.', '§', 'bekezdés', 'a', 'pont', 'vállalkozási', 'keretszerződés', 'alap', 'a', 'műszaki', 'leírás', 'tételjegyzék', 'részletezett', 'javítási', 'munka', 'elvégzés', 'eseti', 'megrendelés', 'szerint', 'az', 'ajánlatkérő', 'kezelés', 'illetve', 'a', 'későbbi', 'kezelés', 'kerülő', 'híd', 'és', 'áteresz', 'alépítmény', 'felszerkezet', 'hídtartozék', 'szigetelés', 'és', 'burkolatrendszer', 'vízelvezető', 'rendszer', 'dilatációs', 'szerkezet', 'korrózióvédelmi', 'bevonat', 'az', 'esetleges', 'teljes', 'körű', 'vagy', 'kis', 'meghibásodás', 'sérülés', 'eset', 'az', 'ajánlatkérő', 'írásbeli', 'bejelentés', 'alap', 'az', 'eseti', 'megrendelés', 'megadott', 'híd', 'áteresz', 'hely', 'útszám', 'szelvényszám', 'helyazonosítás', 'az', 'elvégzendő', 'munka', 'megrendelés', 'legfeljebb', 'nettó', 'huf', 'keretösszeg', 'kerül', 'sor', 'a', 'tényleges', 'jelentkező', 'beszerzési', 'igény', 'eseti', 'megrendelés', 'függvény', 'a', 'részletes', 'műszaki', 'információ', 'a', 'közbeszerzési', 'dokumentum', 'műszaki', 'leírás', 'fejezet', 'tartalmaz']
128312-2016	Lajosmizse Város Önkormányzata Intézményeinek Gazdasági Szervezete részére hideg élelmiszer és főzési alapanyag beszerzése adásvételi szerződés keretében. Hivatkozási szám: IT-879.	Lajosmizse Város Önkormányzata Intézményeinek Gazdasági Szervezete részére hideg élelmiszer és főzési alapanyag beszerzése adásvételi szerződés keretében.	15000000|15100000|15300000|15600000|15812100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15	['keretszerződés', 'a', 'sürgősségi', 'betegellátás', 'rendszeresített', 'egyszerhasználatos', 'anyag', 'valamint', 'orvostechnikai', 'eszköz', 'beszerzés', 'és', 'az', 'ellátási', 'terület', 'történő', 'szállítás', 'év', 'részajánlati', 'kör', 'ajánlatkérő', 'ak', 'által', 'közzétett', 'közbeszerzési', 'dokumentum', 'részletezett', 'műszaki', 'követelmény', 'megfeleltethető', 'termék', 'részajánlati', 'kör', 'biztosítás', 'történő', 'beszerzés', 'bármely', 'rész', 'az', 'ajánlat', 'csak', 'új', 'termék', 'ajánlható', 'meg', 'nem', 'lesz', 'használt', 'gyári', 'felújított', 'demókészülék', 'ajánlatkérő', 'felhív', 'ajánlattevő', 'figyelem', 'hogy', 'az', 'ajánlatkérő', 'által', 'kiadott', 'árazatlan', 'kereskedelmi', 'ártábla', 'megadott', 'tétel', 'reprezentatív', 'mennyiség', 'amely', 'kizárólag', 'az', 'ajánlat', 'összehasonlíthatóság', 'szolgál']
