id	title	shortDescription	cpvs	AwCritLacksIndicator	AwCritMethodMissingIndicator	AwCritPaymentDeadlineCondIndicator	ContrDescCartellingIndicator	CountOfInvOpsNoCondIndicator	DeadlineIsTightIndicator	DurationLongOrIndefiniteIndicator	FinAbEquityCondIndicator	FinAbMissingMinCondIndicator	FinAbRevenueCondExceedEstimValIndicator	FinAbRevenueCondManyYearsIndicator	FwAgFewParticipantsIndicator	FwAgHighEstimatedValueIndicator	FwAgLongDurationIndicator	FwAgOneParticipantIndicator	HighEstimatedValueIndicator	OfferGuaranteeIsHighIndicator	OpeningDateDiffersFromDeadlineIndicator	PersSitMissingCondIndicator	ProcTypeAcceleratedIndicator	ProcTypeNegotiatedNoJustificationIndicator	RenewalOfContractIndicator	TechCapEURefCondIndicator	TechCapExpertsExpCondManyYearsIndicator	TechCapGeoCondIndicator	TechCapMissingMinCondIndicator	TechCapRefCondExceedEstimValIndicator	TechCapRefCondManyYearsIndicator	TechCapSingleContractRefCondIndicator	cpvs_filtered
15506-2018	Többfunkciós autóbuszok beszerzése adásvételi szerződés keretében	Többfunkciós autóbuszok beszerzése adásvételi szerződés keretében. Helyhiány okán, III.2.2.: pontba: A Szállító az autóbuszokba, valamint a kialakítás során a gépjárművekbe beépített szerkezetekre, anyagokra és az utólagosan beépített berendezésekre – kivéve a Vevő által biztosított EDR rádiókészülék, melyeket a vevő átadás átvételi jegyzőkönyvön ad át – a sikeres átadás-átvételi eljárástól számított legalább 2 év (24 hónap) időtartamú, vagy 100 000 km (amelyik előbb teljesül) teljes körű jótállást vállal. (értékelési szempont!). A Vevő a szerződés időtartama alatt ......db részszámlát, és egy végszámlát fogad el, ütemezés a szerződésben foglaltak szerint – részszámlák mennyisége is tárgyalási alap. ajánlatkérő előleget biztosít, melynek mértéke legfeljebb 65 %, A számlák kiegyenlítése 30 napos fizetési határidővel történik. Hibás teljesítési kötbér érvényesítése mellett szavatossági igény nem érvényesíthető. További info még a VI.3. pontban is.	34121000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34
155070-2013	Z/Közb./2013/Ifj.hu azonosítószámú eljárás.	"Z/Közb./2013/Ifj.hu azonosítószámú eljárás vállalkozási keretszerződés megkötésére, melynek tárgya az ""Ifjúság.hu a sikeres nemzedékért - Átfogó ifjúsági szolgáltatásfejlesztés a köznevelésben tanuló diákok esélyegyenlőségének növelése érdekében” című, TÁMOP 3.3.12. kódszámú projekt megvalósításához szükséges stratégiai kommunikációs, kreatív feladatokkal kapcsolatos szolgáltatói, rendezvényszervezői, koordinációs és tanácsadói tevékenységek, valamint PR (Public Relations) ügynökségi feladatok ellátása."	79400000|79416000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79
155222-2013	Megbízási szerződés a „Települési szilárd hulladék mechanikai-biológiai stabilizálására szolgáló rendszer kialakítása a Homokhátsági Települési Hulladékgazdálkodási Rendszerben” című KEOP-1.1.1/2F/09-11-2011-0004 azonosítószámú projekt megvalósításához szükséges szemléletformálással kapcsolatos feladatok ellátására.	Megbízási szerződés a „Települési szilárd hulladék mechanikai-biológiai stabilizálására szolgáló rendszer kialakítása a Homokhátsági Települési Hulladékgazdálkodási Rendszerben” című KEOP-1.1.1/2F/09-11-2011-0004 azonosítószámú projekt megvalósításához szükséges szemléletformálással kapcsolatos feladatok ellátására.	79320000|79340000|79416000|79821000|79970000|92111200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	79
155237-2013	KEOP-1.2.0/09-11-2011-0004 azonosító számú, „Szennyvíztisztító-telep fejlesztése” tárgyú pályázathoz kapcsolódó FIDIC mérnöki feladatok ellátása.	Megbízási szerződés KEOP-1.2.0/09-11-2011-0004 azonosító számú, „Szennyvíztisztító-telep fejlesztése” tárgyú pályázathoz kapcsolódó mérnöki feladatok FIDIC Sárga és FIDIC Piros Könyv szerinti ellátására.	71247000|71300000|71318000|71356100|71631000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
155275-2018	Közvilágítás korszerűsítése I. és II. ütemben, tervezéssel, korszerűsítéssel és üzemeltetéssel.	1. A közvilágítási rendszer (továbbiakban KR) korszerűsítése I. ütem — Meglévő KR korszerűsítése LED fényforrású világítótestekkel, tervezéssel (kiviteli tervekkel) együtt, — Bontandó a jelenleg üzemelő 1406 db világítótest és minden tartozéka (légvezetéki csatlakozók, bekötő vezeték, korrodált lámpakar, nullázó vezeték), — A korszerűsítés keretében így építendő 1406 db korszerű, LED fényforrással üzemelő világítótest. 2. A KR korszerűsítése II. ütem (opcionális) — Az I. ütemben eredményeként kiépített korszerű LED fényforrású világítótestekkel felszerelt KR fénypontjainak sűrítése LED fényforrású világítótestekkel, — A fejlesztés keretében építendő 772 db korszerű, LED fényforrással üzemelő világítótest és minden tartozéka (lámpakar, légvezetéki csatlakozók, bekötő vezeték, nullázó vezeték). 3. A megvalósult KR üzemeltetése keretében — Folyamatos karbantartás, — Közvilágítási hibacímek kezelése, — Üzemzavar elhárítás, — Tanácsadás és képviselet közvilágítási ügyekben.	50232000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50
155289-2018	Vállalkozási keretszerződés keretében tűzszerészeti, vegyvédelmi és környezetvédelmi mentesítés tárgyában megindított eljáráshoz	Vállalkozási keretszerződés keretében tűzszerészeti, vegyvédelmi és környezetvédelmi mentesítés tárgyában megindított eljáráshoz. 1. Tűzszerészeti átvizsgálás és robbanószerkezet-mentesítés 2. Vegyivédelmi (vegyi harci anyagoktól való) mentesítés 3. Környezetvédelmi tényfeltárás készítése 4. A felszínen talált szennyezőanyagok hulladékok és a környezetvédelmi szempontból veszélyes anyagok eltávolítása, hulladéklerakóban való elhelyezése. 5. A teljes terület robbanószerkezet mentesítését követően tanúsítvány kiállítása	90523100|90523200|90523300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90
155302-2018	Vállalkozási szerződés „Intézményirányítási folyamatok újraszervezése, intézményirányítási folyamatokat támogató, egységes alapokon és megoldásokon nyugvó, integrált intézményirányítási szakrendszerek	Intézményirányítási folyamatok újraszervezése, intézményirányítási folyamatokat támogató, egységes alapokon és megoldásokon nyugvó, integrált intézményirányítási szakrendszerek megvalósítása, felsőoktatási intézményekhez bevezetése és kapcsolódó szolgáltatások nyújtása.	72000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72
155336-2018	„A szociális, egészségügyi és köznevelési területen dolgozó szakemberek számára szóló minősített és/vagy akkreditált szakmai továbbképzések és szülőknek szóló csoportfoglalkozások lebonyolítása „A kor	Szerződés meghatározása: Vállalkozási szerződés. Tárgya: „A szociális, egészségügyi és köznevelési területen dolgozó szakemberek számára szóló minősített és/vagy akkreditált szakmai továbbképzések és szülőknek szóló csoportfoglalkozások lebonyolítása „A kora gyermekkori intervenció ágazatközi fejlesztése” című, EFOP-1.9.5-VEKOP-16-2016-00001 azonosító számú kiemelt projekt keretében”.	72319000|80400000|80500000|80530000|80570000|80590000|98340000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72
155340-2018	Tápturbina rekonstrukciója (javítása, karbantartása) Hivatkozási szám: K1883	Tápturbina rekonstrukciója (javítása, karbantartása).	50511000|51133000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50
155434-2014	2014. évre szolgáltatás-megrendelési keretszerződés a környezetvédelmi termékdíjról szóló 2011. évi LXXXV. törvény 22. § (1) bekezdés alapján.	Magyarország közigazgatási területén keletkező termékként tovább nem használható képmegjelenítő berendezések (információs (IT) és távközlési berendezésekhez, valamint szórakoztató elektronikai cikkekhez tartozó képmegjelenítő berendezések) (EWC 200135*, EWC 160213*, EWC 200136, EWC 160214) gyűjtése, szállítása, előkezelése és 2014. évi további kezelésre történő átadása.	90510000|90511000|90512000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90
155839-2015	Vállalkozási szerződés a „Békés megyei Ivóvízminőség-javító Program” elnevezésű KEOP 1.3.0/09-11-2012-0009 azonosító számú projekthez kapcsolódóan az érintett települések ivóvízközműveinek vagyonértékelése, a meglévő vagyonértékelések felülvizsgálata továbbá a vagyonértékelésekre épülő Pótlási Tervek elkészítésére.	Vállalkozási szerződés a „Békés megyei Ivóvízminőség-javító Program” elnevezésű KEOP 1.3.0/09-11-2012-0009 azonosító számú projekthez kapcsolódóan az érintett települések ivóvízközműveinek vagyonértékelése, a meglévő vagyonértékelések felülvizsgálata továbbá a vagyonértékelésekre épülő Pótlási Tervek elkészítésére.	71242000|71244000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
155874-2017	Diagnosztikai eszközök beszerzése a PTE részére.	Diagnosztikai eszközök beszerzése a PTE részére a közbeszerzési dokumentációban meghatározott paraméterekkel, az alábbiak szerint: 1. rész: Központi monitorrendszer 9 db moduláris monitorral (Központi monitor + Ágymelletti monitor) beszerzése a PTE részére. 2. rész: Központi monitorrendszer 12 db moduláris monitorral (Moduláris monitor + Központi monitor) beszerzése a PTE részére. 3. rész: MR kompatibilis monitor beszerzése a PTE részére. 4. rész: Defibrillátor/Monitor készülék beszerzése a PTE részére. Ajánlattevő köteles elvégezni az eszközök átadás-átvétele során az Ajánlatkérő által kijelölt személyek felhasználói szintű oktatását is.	33100000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
155880-2017	Győr Megyei Jogú Város egyes intézményei, továbbá a Győr Megyei Jogú Város Önkormányzata és Polgármesteri Hivatala részére villamos energia beszerzése határozott időtartamra szóló adásvételi szerződés.	Győr Megyei Jogú Város egyes intézményei, továbbá a Győr Megyei Jogú Város Önkormányzata és Polgármesteri Hivatala részére villamos energia beszerzése határozott időtartamra szóló adásvételi szerződés keretében.	9310000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93
155910-2017	Ajándéktárgyak, promóciós tárgyak beszerzése.	Ajándéktárgyak, promóciós tárgyak beszerzése adásvételi szerződés keretében. 1. Rész: Műanyag termékek beszerzése és emblémázása: — hátizsák: 27 553 db. — sportkulacs: 27 553 db. — kártyatartó: 200 db. — nyakpánt: 200 db. 2. Rész: Textil termékek beszerzése és emblémázása: — baseball sapka: 27 553 db. — törölköző: 27 553 db. — póló(különböző színek): 26 892 db. Ak. egyedi megrendelésekkel kívánja a számára adott időpontban szükséges termékeket beszerezni ezen keretmennyiségekből. Az Ak köt. vállal a szerződés keretmennyiségének 50 %-ig terjedő árú megrendelésére mindkét rész tekintetében. A közbeszerzés tárgyára vonatkozó részletes követelményeket a műszaki leírás tartalmazza. Ahol az AF. meghatározott gyártmányú vagy eredetű dologra, vagy védjegyre,szabadalomra,tevékenységre,típusra vagy adott származásra vagy gyártási folyamatra hivatkozik, az kizárólag a szerz. tárgyának kellően pontos és érthető leírása érdekében történik. A felsorolt termékekkel legalább egyenértékű/annál jobb terméket kell megajánlani.	39294100|39500000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39
156055-2016	Occluder beszerzése, kihelyezett áruraktár üzemeltetésével.	Az Intézet occluder igényének biztosítása, kihelyezett áruraktár üzemeltetésével, fajta és mennyiség szerint meghatározott dolog határidős adásvételi (a továbbiakban: adásvételi) szerződés keretében. Ajánlatkérő a teljesítés során a dokumentációban előírt mennyiségektől (az egységár vagy más szerződéses feltételek módosítása nélkül) - 30 %-kal eltérhet, azaz legalább a teljes mennyiség 70 %-ának a lehívására köteles. (Konszignációs raktár feltételei: Ajánlatkérő a rendszer üzemeltetéséért díjat nem számol fel nyertes ajánlattevő részére. Ajánlattevők az ajánlatban nyilatkozni kötelesek a konszignációs raktár létesítése feltételeinek elfogadásáról, ennek hiányában ajánlata érvénytelen, valamint arról, hogy az adásvételi és raktározási szerződés egymás elválaszthatatlan részei.)	33141200|33141210	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
156063-2016	Adásvételi szerződés 10 db regionális villamos motorvonat szállítására IKOP-2.1.0-2016-00010 projekt keretében.	Adásvételi szerződés – 10 db normál nyomtávú (1 435 mm), egyáramnemű (25 kV 50 Hz) részlegesen (legalább 70 %) alacsonypadlós, min. 190 fix ülőhelyes regionális villamos motorvonat szállítása, üzembe helyezése illetőleg kapcsolódó szolgáltatások (különösen: üzemeltetési, karbantartási dokumentáció, oktatás, szoftverek, diagnosztika, üzemeltetési készlet) teljesítésére a Dokumentációban és az annak részét képező szerződéstervezetben, valamint a műszaki feltétfüzetben részletezettek szerint a GYSEV Zrt. részére IKOP-2.1.0-2016-00010 projekt keretében.	34600000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34
156077-2016	Szállítási szerződés.	Mátrai Gyógyintézet, gyógyszer beszerzése – 2016.	33000000|33194120|33600000|33692100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33
156086-2016	Földgázkereskedő kiválasztása.	Földgázkereskedő kiválasztása a 1.10.2016–30.9.2017. közötti időszakra.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91
156101-2016	Földgáz vásárlás (643/2016.).	Földgáz vásárlási szerződés 5 fogyasztási helyen, legfeljebb 1 500 000 gnm³ földgáz fűtési célú felhasználásra történő beszerzésére az Országgyűlés Hivatala részére. Ajánlatkérő a meghatározott legmagasabb értéktől való eltérést az időjárás és a rendezvények kiszámíthatatlanságára tekintettel – 50 %-ban írja elő. A földgáz vásárlási szerződés a földgázellátásról szóló 2008. évi XL. törvényben, végrehajtási rendeleteiben és az egyéb vonatkozó jogszabályokban foglaltak figyelembevételével kerül megkötésre.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91
156287-2017	Vagyon- felelősségbiztosítás, D&O (vezető tisztségviselők felelősségbiztosítása) és csoportos személybiztosítási szolgáltatások beszerzése.	Vagyon- felelősségbiztosítás, D&O (vezető tisztségviselők felelősségbiztosítása) és csoportos személybiztosítási szolgáltatások beszerzése 3 részfeladatban: 1. részfeladat: D&O felelősségbiztosítás; 2. részfeladat: Csoportos élet- és balesetbiztosítás; 3. részfeladat: Vagyon- és kombinált felelősségbiztosítás.	66510000|66512100|66515200|66516000|66516400|66516500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66
156352-2016	Vagyon- és felelősségbiztosítás Józsefvárosi Önkormányzat és intézményei részére.	Vagyon- és felelősségbiztosítás Józsefvárosi Önkormányzat és intézményei részére.	66510000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66
156354-2016	Vállalkozási keretszerződés – Nyomdaipari tevékenység ellátása, nyomdai termékek előállítása és kapcsolódó szolgáltatás nyújtása tárgyában.	Vállalkozási keretszerződés – Nyomdaipari tevékenység ellátása, nyomdai termékek előállítása és kapcsolódó szolgáltatás nyújtása tárgyában a közbeszerzési dokumentumokban részletezettek szerint.	79821000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79
156356-2016	Ifjúságkutatás/önkéntességkutatás az EFOP-1.2.3-VEKOP-15-2015-00001 azonosítószámú kiemelt projekt keretein belül.	Magyar Ifjúság Kutatás 2016/2020, illetőleg önkéntességkutatás 2018 teljes körű lebonyolítása és szakmai összefoglalása az EFOP-1.2.3-VEKOP-15-2015-00001 azonosítószámú kiemelt projekt keretein belül az ajánlattételi dokumentációban részletezettek szerint, vállalkozási szerződés keretében.	79300000|79315000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79
156399-2016	Intelligens élelmiszerlánc-biztonsági elemző rendszer (INTEL) létrehozása.	Vállalkozási szerződés a Intelligens élelmiszerlánc-biztonsági elemző rendszer (INTEL) létrehozására.	72212445|72230000|72262000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72
156411-2016	Kecskeméti Városháza műemléki felújításához kapcsolódó építészeti-műszaki tervezői feladatok ellátása, az építészeti-műszaki tervdokumentációk elkészítése és tervezői művezetés elvégzése.	Kecskeméti Városháza műemléki felújításához kapcsolódó építészeti-műszaki tervezői feladatok ellátása, az építészeti-műszaki tervdokumentációk elkészítése és tervezői művezetés elvégzése.	71220000|92522000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71
156427-2016	DSA berendezés szervízszolgáltatása a Városmajori Szív-és Érgyógyászati Klinika részére.	DSA berendezés szervízszolgáltatása.	50400000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50
156462-2017	Országos pénzügyi fogyasztóvédelmi hálózat kialakítása és működtetése. Hivatkozási szám: KBE/003/2017	Az Országos pénzügyi fogyasztóvédelmi hálózat kialakítása és működtetése a jelenlegi irodák mellett további 7 megyeszékhelyen kialakított és működtetett irodán keresztül valósul meg. Ajánlatkérő az alábbi részek szerinti részajánlattételt biztosítja: 1. Nógrád megye, Salgótarján, 2. Somogy megye, Kaposvár, 3. Tolna megye, Szekszárd, 4. Vas megye, Szombathely, 5. Veszprém megye, Veszprém 6. Fejér Megye, Székesfehérvár, 7. Bács-Kiskun megye, Kecskemét.	66171000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66
156604-2013	Földgázvásárlási szerződés a Miskolci Egyetem részére.	Földgázvásárlási szerződés a magyar földgáz hálózaton folyamatosan rendelkezésre álló, szabványos minőségű földgáz energia versenypiaci beszerzésére, 2013.8.1. 06:00 óra és 2014.7.1 06:00 óra közötti időszakra vonatkozóan, teljes ellátásalapú földgáz-kereskedelmi szerződés keretében, a dokumentációban meghatározottak szerint.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91
156615-2013	Parkolójegy kiadó automaták beszerzése és üzembe helyezése.	Óbuda-Budapest Főváros Önkormányzatának tulajdonában lévő közterületi várakozóhelyek üzemeltetéséhez szükséges eszközök (parkolójegy-kiadó automata és tartozékai) és szolgáltatások beszerzése a III. Kerület közigazgatási területén.	38730000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38
156625-2013	Élelmiszerek, élelmezési alapanyagok beszerzése.	Szállítási szerződés, amelynek tárgya Élelmiszerek, élelmezési alapanyagok beszerzése 17 termékcsoportban az alábbi 9 részfeladat szerint: I. rész: Élelmiszerek, élelmezési alapanyagok beszerzése: Tej, tejtermékek termékcsoportban. II. rész: Élelmiszerek, élelmezési alapanyagok beszerzése: Friss péksütemények, kenyér termékcsoportban. III. rész: Élelmiszerek, élelmezési alapanyagok beszerzése: Friss húsok és húskészítmények termékcsoportban. IV. rész: Élelmiszerek, élelmezési alapanyagok beszerzése: Előhűtött szárnyasok termékcsoportban. V. rész: Élelmiszerek, élelmezési alapanyagok beszerzése: Mélyhűtött szárnyas, hal termékcsoportban. VI. rész: Élelmiszerek, élelmezési alapanyagok beszerzése: Mirelit zöldségáru, gyümölcs termékcsoportban. VII. rész: Élelmiszerek, élelmezési alapanyagok beszerzése: Zöldség-, gyümölcsáru termékcsoportban. VIII. rész: Élelmiszerek, élelmezési alapanyagok beszerzése: Állati és növényi zsiradékok. IX. rész: Élelmiszerek, élelmezési alapanyagok beszerzése 9 termékcsoportban: Méz, száraztészták, szárazáru, cukor, édességek, ételízesítők, fűszerek, konzerváru, ásványvíz, szikvíz, valamint malomipari termékek. Az egyes részfeladatokon belül a részfeladat teljes mennyiségére egyben tehető részajánlat.	15000000|15100000|15200000|15300000|15400000|15500000|15600000|15800000|15810000|15981000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15
156635-2013	Szállítási szerződés.	Szállítási szerződés flottamenedzsment eszközök szállítása és azok üzemeltetéséhez szükséges flottafelügyeleti szolgáltatások beszerzése érdekében.	42961300|63712710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42
156644-2013	Nyomtatási kellékanyagok beszerzése.	"Értékalapú szállítási keretszerződés ""Nyomtatási kellékanyagok"" beszerzésére az alábbiak szerint: 1. rész: Toner HP Q2612A, fekete; 2. rész: Toner HP Q5949A, fekete; 3. rész: Toner OKI MB451 DN (44992402) fekete; 4. rész: Toner SAMSUNG SCX-4521, fekete; 5. rész: Toner OKI B410,430,440 (43979102) fekete; 6. rész: Toner HP C7115A, fekete; 7. rész: Toner OKI B 840 N, DN, DTN fekete OKI 44661802; 8. rész: Toner HP CB435A, fekete; 9. rész: Toner KONICA MINOLTA 1600f fekete; 10. rész: Toner HP Q2613, fekete; 11. rész: Tintapatron HP 339 (C9504EE), fekete; 12. rész: Tintapatron HP 6578 XL, színes, nagy kapacitású; 13. rész: Dobegység OKI MB 451 nyomtatóhoz fekete (44574307); 14. rész: Toner Samsung ML-1610, fekete; 15. rész: Tintapatron HP 344 (C9505EE); 16. rész: Toner HP C 4092A, fekete; 17. rész: Tintapatron HP 51645 A, fekete; 18. rész: Toner HP Q2624, fekete; 19. rész: Tintapatron HP C4844A, fekete; 20. rész: Toner HP CE285A fekete /HP 85A/; 21. rész: Toner Samsung MLT-D 1042S fekete; 22. rész: Különféle ""HP"" kellékanyagok; 23. rész: Különféle ""OKI"" kellékanyagok; 24. rész: Különféle ""Samsung"" kellékanyagok; 25. rész: Különféle ""Canon"" kellékanyagok; 26. rész: Különféle ""Ricoh"" kellékanyagok; 27. rész: Különféle nyomtatási kellékanyagok 1.; 28. rész: Különféle nyomtatási kellékanyagok 2."	30125000|30125100|30125110|30192113|30192320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30
156668-2014	Földgázvásárlási szerződés a Miskolci Egyetem részére.	Földgáz vásárlása a Miskolci Egyetem részére a dokumentációban leírtak szerint.	9123000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91
